,Headline,Date,Provider
2042,Gold inches up as investors await Fed chair Yellen in Jackson Hole By Investing.com,2016-08-26,UK Investing
2043,Gold inches up as markets await Greece developments By Investing.com,2015-06-23,UK Investing
2044,Gold Inches Up as Syria Tensions Weigh By Investing.com,2018-04-13,UK Investing
2045,"Gold inches up with Greece default fears, Fed meeting in focus By Investing.com",2015-06-15,UK Investing
2046,Gold jumps 1% as investors reassess Fed rate hike outlook By Investing.com,2016-08-10,UK Investing
2047,Gold jumps more than $10 amid Fed rate hike doubts By Investing.com,2015-12-21,UK Investing
2048,Gold kicks off 2016 with strong gains amid Saudi Arabia-Iran drama By Investing.com,2016-01-04,UK Investing
2049,Gold lingers near 5-1/2 year low on September rate hike bets By Investing.com,2015-08-06,UK Investing
2050,"Gold little changed near $1,090-level amid Fed rate hike outlook By Investing.com",2015-08-10,UK Investing
2051,Gold lower ahead of Fed minutes By Investing.com,2015-10-08,UK Investing
2052,Gold moves further away from 4-month highs amid Fed rate uncertainty By Investing.com,2015-10-19,UK Investing
2053,Gold moves higher as yuan worries support safe haven demand By Investing.com,2015-08-17,UK Investing
2054,"Gold off the lows after retail sales, jobless claims data By Investing.com",2015-06-11,UK Investing
2055,Gold on track to end 2015 with an 11% annual loss By Investing.com,2015-12-31,UK Investing
2056,"Gold pares losses after plunging to $1,080 during Asian session By Investing.com",2015-07-20,UK Investing
2057,"Gold plunges nearly 1% as ECB lowers inflation, GDP forecasts By Investing.com",2015-09-03,UK Investing
2058,Gold poised for 2nd straight monthly decline on stronger dollar By Investing.com,2015-03-31,UK Investing
2059,Gold posts modest gains as dollar weakens ahead of Christmas break By Investing.com,2015-12-24,UK Investing
2060,"Gold Prices Fall as Economic Data, Earnings Dampen Risk Aversion By Investing.com",2019-04-16,UK Investing
2061,Gold prices gain in Asia after China PMIs with Fed impact debated By Investing.com,2015-09-01,UK Investing
2062,Gold prices gain in Asia as China CPI rise noted By Investing.com,2015-09-10,UK Investing
2063,Gold Prices Give Up Gains as Risk Appetite Struggles to Recover By Investing.com,2019-05-30,UK Investing
2064,Gold prices move lower but losses seen limited By Investing.com,2016-11-04,UK Investing
2065,Gold prices rangebound in cautious trade as bonds resume selloff  By Investing.com,2015-05-12,UK Investing
2066,Gold prices rebound 1% after falling to 4-month lows By Investing.com,2016-10-10,UK Investing
2067,Gold Prices Recover from 2019 Lows as U.S.-Iran Tensions Mount By Investing.com,2019-04-22,UK Investing
2068,Gold prices slide lower on stronger dollar By Investing.com,2017-06-09,UK Investing
2069,Gold Prices Steady Ahead of Yellen Speech By Investing.com,2017-09-26,UK Investing
2070,"Gold Prices Top $1,300 as Trump Cancels U.S.-North Korea Summit By Investing.com",2018-05-24,UK Investing
2071,Gold pushes higher after disappointing ISM data By Investing.com,2015-09-01,UK Investing
2072,Gold pushes higher but strong dollar caps gains By Investing.com,2016-10-25,UK Investing
2073,"Gold rallies above $1,190 after ADP miss By Investing.com",2015-04-01,UK Investing
2074,Gold recovers from lows after nonfarm payrolls fall short By Investing.com,2015-07-02,UK Investing
2075,Gold retreats from 7-week high as dollar rebounds By Investing.com,2015-04-07,UK Investing
2076,Gold rises as dollar slumps after dovish Fed minutes By Investing.com,2016-08-18,UK Investing
2077,"Gold rises for first time in 11 days, but holds below $1,100 By Investing.com",2015-07-23,UK Investing
2078,"Gold rises to 6-week high amid Middle East, London jitters By Investing.com",2017-06-05,UK Investing
2079,"Gold slides to 1-week low ahead of Yellen, barrage of Fed speakers By Investing.com",2016-09-28,UK Investing
2080,Gold slides towards 5-1/2 year low ahead of ADP jobs report By Investing.com,2015-08-05,UK Investing
2081,Gold slips towards 5-1/2 year low after jobless claims report By Investing.com,2015-08-06,UK Investing
2082,Gold slumps amid fears over hawkish Fed minutes By Investing.com,2016-08-17,UK Investing
2083,Gold slumps to 1-week low amid Fed rate hike bets By Investing.com,2016-08-08,UK Investing
2084,Gold slumps to 5-week lows on growing September rate hike bets By Investing.com,2016-08-29,UK Investing
2085,"Gold starts the week higher ahead of Dutch elections, Fed meeting By Investing.com",2017-03-13,UK Investing
2086,"Gold stays above $1,200 with China stimulus, Greece in focus By Investing.com",2015-04-20,UK Investing
2087,"Gold stays below $1,200 as stronger dollar weighs By Investing.com",2015-04-21,UK Investing
2088,"Gold struggles below $1,100 on December Fed rate hike talk By Investing.com",2015-11-09,UK Investing
2089,Gold struggles for direction ahead of Greece deadline By Investing.com,2015-07-09,UK Investing
2090,"Gold struggles for direction as markets look ahead to BOJ, Fed By Investing.com",2016-03-14,UK Investing
2091,Gold struggles for direction in holiday-thinned trade By Investing.com,2015-05-25,UK Investing
2092,Gold struggles near 2-week low on Fed rate hike expectations By Investing.com,2015-05-28,UK Investing
2093,Gold ticks up to more than 6-week high as caution reigns By Investing.com,2017-06-06,UK Investing
2094,"Gold trades above $1,200 ahead of FOMC minutes By Investing.com",2015-04-08,UK Investing
2095,Gold trades close to 4-week low on Fed rate hike worries By Investing.com,2015-09-10,UK Investing
2096,"Gold trades in tight range ahead of Fed rate hike, Dutch election By Investing.com",2017-03-15,UK Investing
2097,"Gold trades near $1,180 with all eyes on Fed By Investing.com",2015-04-27,UK Investing
2098,"Gold tumbles to 3-week low on stronger dollar, stock market rally By Investing.com",2015-09-09,UK Investing
2099,Gold turns higher after hitting 2-week low By Investing.com,2016-07-13,UK Investing
2100,Gold turns lower after Greece reaches bailout deal By Investing.com,2015-07-13,UK Investing
2101,Gold wallows near 2-week lows as markets brace for Brexit vote By Investing.com,2016-06-23,UK Investing
2102,Gold weakens as global stock market rally dampens demand By Investing.com,2015-09-09,UK Investing
2103,Gold weakens as Greece reaches long-awaited bailout agreement  By Investing.com,2015-07-13,UK Investing
2104,Graphic: Australia coal posts biggest weekly drop in a decade amid weak demand By Reuters,2019-04-05,UK Investing
2105,Greece default fears boost gold to 1-week high  By Investing.com,2015-06-29,UK Investing
2106,Greece to open up onshore oil and gas prospects in 2018 - licensing authority By Reuters,2017-05-29,UK Investing
2107,Greece's 'red gold' - saffron trade blooms in wilted economy By Reuters,2018-11-08,UK Investing
2108,Green Investment Bank buys Scottish power plant By Reuters,2016-03-02,UK Investing
2109,Greenpeace activists scale German embassy in London to protest against coal By Reuters,2018-10-08,UK Investing
2110,Grid operator warns wind will not fill Sweden's nuclear gap in winter By Reuters,2018-07-02,UK Investing
2111,Gulf oil ministers to meet on Thursday amid price slide By Reuters,2015-09-07,UK Investing
2112,"Head of Libyan oil firm says Opec, non-OPEC producers need to cooperate By Reuters",2018-11-15,UK Investing
2113,Hedge Funds Pile Into Gasoline's Run From Worst to First By Bloomberg,2019-04-16,UK Investing
2114,Here Are the Shots Fired So Far in U.S.-China Trade War By Bloomberg,2018-08-06,UK Investing
2115,"Historic three-day streak comes to abrupt halt, as crude falls by 7%  By Investing.com",2015-09-01,UK Investing
2116,How Total's CEO pounced on Anadarko's African energy assets By Reuters,2019-05-09,UK Investing
2117,"Hundreds of Norway oil workers start strike, one field shut By Reuters",2018-07-10,UK Investing
2118,Million protest against Algeria's Bouteflika By Reuters,2019-03-29,UK Investing
2119,IMF credit to Chad delayed over Glencore oil debt By Reuters,2017-11-24,UK Investing
2120,"In riposte to Riyadh, Russia says ready to ramp up oil output By Reuters",2016-04-21,UK Investing
2121,India rejects BP's request to market jet fuel By Reuters,2015-03-30,UK Investing
2122,"Indonesia, Vietnam look to blaze trail for solar in Southeast Asia By Reuters",2016-11-02,UK Investing
2123,Indonesia bets big on biodiesel to limit costs of oil imports By Reuters,2018-08-07,UK Investing
2124,Indonesia police say Interpol issues red notices for three Sinopec execs By Reuters,2017-03-21,UK Investing
2125,"Indonesia, Russia sign MoU to trade palm, coffee for Sukhoi jets By Reuters",2017-08-06,UK Investing
2126,Insight - Iran hardliners gain authority in backlash that could sideline Rouhani By Reuters,2016-07-18,UK Investing
2127,"Insight - Its red shirts fading, Venezuela's oil giant embraces pragmatism By Reuters",2015-03-13,UK Investing
2128,"Oil dips on dollar, rig count rise; focus still on OPEC By Reuters",2016-10-14,UK Investing
2129,"Investors may be betting oil glut will end soon, but crude traders beg to differ By Reuters",2016-10-12,UK Investing
2130,Iran calls for EU help as shipping giant pulls out for fear of U.S. sanctions By Reuters,2018-07-07,UK Investing
2131,"Iran closer to fuel self-sufficiency, aims to export - Rouhani By Reuters",2018-06-28,UK Investing
2132,Iran denounces Saudi Arabia over haj and demands apology By Reuters,2015-09-27,UK Investing
2133,"Iran downplays chances of oil deal, UAE keen on freeze By Reuters",2016-09-26,UK Investing
2134,"Iran finds Doha meeting, despite failure, a positive step   By Reuters",2016-04-23,UK Investing
2135,Iran floats surplus oil as demand falls ahead of U.S. sanctions By Reuters,2018-09-13,UK Investing
2136,Iran in talks with Russia-led EEU on free-trade pact - state media By Reuters,2017-06-02,UK Investing
2137,Iran insists on ramping up oil sales to stay in nuclear pact - sources By Reuters,2019-05-13,UK Investing
2138,Iran Oil Buyers Stay on Sidelines as Waiver Decision Looms By Bloomberg,2019-04-16,UK Investing
2139,"Iran Opposes Higher Oil Prices, Signaling Divide With Saudis By Bloomberg",2018-05-06,UK Investing
2140,Iran ready to help restore oil market balance after it regains share - official By Reuters,2016-09-03,UK Investing
2141,Iran says Damascus suburbs assault to continue as fighting rages By Reuters,2018-02-25,UK Investing
2142,Iran says does not need OPEC permission to increase oil production By Reuters,2015-11-21,UK Investing
2143,Iran says exercising restraint despite 'unacceptable' escalation of U.S. sanctions By Reuters,2019-05-16,UK Investing
2144,Iran chafes at U.S. blame for tanker attacks By Reuters,2019-06-14,UK Investing
2145,Iran says may need extraordinary OPEC meeting over members' output changes By Reuters,2018-08-08,UK Investing
2146,Iran says Saudi Arabia and Russia have taken oil market 'hostage' - SHANA By Reuters,2018-09-15,UK Investing
2147,Iran sees breakthrough in oil deals following Rouhani re-election By Reuters,2017-05-25,UK Investing
2148,Iran sees gas deal with Total within weeks - minister By Reuters,2017-06-17,UK Investing
2149,Iran signals more willingness for OPEC action to boost oil price By Reuters,2016-08-23,UK Investing
2150,"Iran thwarts attacks in Tehran, other cities: intelligence ministry By Reuters",2016-06-20,UK Investing
2151,Iran to build crude oil storage facility at Gulf of Oman port: SHANA By Reuters,2018-09-30,UK Investing
2152,Iran to offer South Pars oil project at London conference By Reuters,2015-08-27,UK Investing
2153,Iran to Saudi - OPEC deal does not give the right to pump oil above target By Reuters,2018-07-16,UK Investing
2154,Iran to ship four million barrels of crude to Europe in coming 24 hours By Reuters,2016-02-13,UK Investing
2155,Iran urges OPEC and non-OPEC members to accept its return to oil market - SHANA By Reuters,2016-04-16,UK Investing
2156,"Iranian, Iraqi oil ministers will not attend Istanbul talks - sources By Reuters",2016-10-09,UK Investing
2157,Iranian officials revive ghost of oil deals disliked by majors By Reuters,2016-07-04,UK Investing
2158,Iranian pilgrims return to haj in Saudi Arabia after boycott last year By Reuters,2017-07-30,UK Investing
2159,Iranian President Rouhani registers to run in May for a second term - state TV By Reuters,2017-04-14,UK Investing
2160,Iranian president tells Venezuela essential to raise oil prices By Reuters,2016-10-03,UK Investing
2161,Iran’s Export Pain Could Mean a Hot Winter for Oil By Bloomberg,2018-09-16,UK Investing
2162,Iraq's oil minister wants country to increase output in 2017 By Reuters,2016-10-09,UK Investing
2163,Iraq aims to boost light crude exports to 1 million bpd in 2019 By Reuters,2018-09-30,UK Investing
2164,Iraq aims to work with OPEC to achieve balance in group - oil minister By Reuters,2016-08-16,UK Investing
2165,"Iraq, BP to sign deal to boost Kirkuk oil production capacity By Reuters",2018-01-18,UK Investing
2166,Iraq cabinet approves raising crude oil output capacity By Reuters,2018-04-01,UK Investing
2167,"Iraq, Exxon talks on water treatment project end-BOC director general By Reuters",2018-06-20,UK Investing
2168,"Iraq nears oil output capacity of 5 million bpd, says committed to OPEC cuts By Reuters",2018-01-13,UK Investing
2169,Iraq oil minister calls Exxon Mobil's evacuation of foreign staff 'unacceptable' By Reuters,2019-05-19,UK Investing
2170,"Iraq oil exports at record, unaffected by Iran's return to market By Reuters",2016-01-21,UK Investing
2171,Iraq says Islamic State dislodged from a third of eastern Mosul By Reuters,2016-11-15,UK Investing
2172,Iraq says plans to reduce oil products imports by 25 percent By Reuters,2018-03-12,UK Investing
